,hashtag,hashtag_class,true_segmentation
8204,занимаетпервоеместо_Знаниями,3,0000000100000100001100000001
8205,самыхбольших_587,3,0000100000011001
8206,ЧТН_модернизированных,0,001100000000000000001
8207,ЦЦФУ_703,0,00011001
8208,РоссийскойФедерацииГенерала_Изучать,2,00000000010000000010000000110000001
8209,территориальныйотдел_2,3,0000000000000010000111
8210,розыскныхмероприятийсотрудники_Республику,3,00000000100000000001000000000110000000001
8211,четырераза_Принята,3,000001000110000001
8212,ШЙЕ_7249,0,00110001
8213,югастолицызадержали_электронной,3,0010000001000000001100000000001
8214,ПрактическойСтрельбеКарабина_Офис,2,000000000001000000010000000110001
8215,полициироманплугин_Размеры,3,00000010000100000110000001
8216,почтовыхящиков_область,3,0000000100000110000001
8217,Заслуги_пригороде,2,00000011000000001
8218,ДнейМомента_139,2,000100000011001
8219,вместеНими_эстафету,1,0000010001100000001
8220,ФедерацииМвд_полигона,2,000000001001100000001
8221,церемониягашениямарки_Табачной,3,000000001000000100001100000001
8222,стали_Потери,0,000011000001
8223,Двоку_8,1,0000111
8224,ОтличиеОхранеОбщественного_уверены,2,0000001000001000000000000110000001
8225,провинциидейр_2,3,000000001000111
8226,ПостовойСлужбыОмвд_Спасательного,2,00000001000001000110000000000001
8227,выбраласлужбуОрганах_оно,1,000000100000100000011001
8228,продолжаетборьбуприродными_выходу,3,000000000100000100000000011000001
8229,ЭЖМ_32,0,001101
8230,эксклюзивнуюоткрытку_Алкогольной,3,00000000000100000001100000000001
8231,фотоинспектор_Левой,3,0001000000001100001
8232,районубирюлевоВосточное_скопления,1,000001000000010000000011000000001
8233,ХодеОперативныхМероприятий_Поездку,2,0001000000000010000000000110000001
8234,ЗИТЦО_2,0,0000111
8235,эпизодовпреступнойдеятельности_индии,3,000000010000000001000000000001100001
8236,ШБДРФ_Сибирского,0,0000110000000001
8237,акциимартавкаждыйдом_Розыгрыше,3,000010000000000000011000000001
8238,Заметнее_487,2,000000011001
8239,БЯКЕ_Гран,0,000110001
8240,боевыхМашин_98,1,00000100001101
8241,предельномалых_Пропал,3,000000001000011000001
8242,СостояласьЦеремония_2,2,000000000100000000111
8243,комулибоизвестно_быстрого,3,0001000100000001100000001
8244,акцияполицейский_Перемещении,3,0000100000000001100000000001
8245,Покажем_996,1,00000011001
8246,УЗДХЖ_583,0,000011001
8247,ограничениятранспорт_Высоких,3,0000000000100000000110000001
8248,роспуск_42,0,0000001101
8249,Кухня_народу,1,000011000001
8250,фотоольгаСеменова_космической,1,00010000100000001100000000001
8251,училищ_Технические,0,000001100000000001
8252,базецентра_70,3,0001000001101
8253,ОбщественнойБезопасности_74,2,000000000001000000000001101
8254,ставропольскогоКрая_709,1,00000000000000100011001
8255,государственнойинспекцииБезопасности_Аллее,1,000000000000001000000001000000000001100001
8256,беспилотнымилетательнымиАппаратами_тоф,1,00000000000100000000000100000000011001
8257,ЗШЩЧ_николай,0,000110000001
8258,ОбщуюСуммуСвыше_открылось,2,0000100001000011000000001
8259,мвдроссииНародный_республик,1,001000001000000011000000001
8260,ПротивопожарнойСлужбыПсо_сотрудники,2,00000000000000100000100110000000001
8261,почтоваяслужба_8325,3,0000000100000110001
8262,ЗаместителяНачальникаГлавного_появление,2,000000000010000000001000000011000000001
8263,Слов_2,1,000111
8264,ЩХЯ_Войсках,0,00110000001
8265,ККФИ_750,0,00011001
8266,Эвакуировали_6101,2,00000000000110001
8267,МХА_надежду,0,00110000001
8268,Семейства_761,1,0000000011001
8269,ТШВУ_природы,0,000110000001
8270,незаконныеПроизводство_Львовского,1,000000000100000000000110000000001
8271,времениместонахождениеНеизвестно_отборочный,1,0000001000000000000001000000000110000000001
8272,ПрисвоеноЗвание_094,2,0000000010000011001
8273,военнотехническоеСотрудничество_водителя,1,0000010000000000100000000000001100000001
8274,ЗемлеОдно_4420,2,00001000110001
8275,пожарнаяОхрана_5166,1,0000000100000110001
8276,ЭГДБН_1,0,0000111
8277,провинциихомс_Метрополитена,3,000000001000110000000000001
8278,массойСвыше_Сроком,1,000001000011000001
8279,группыправительственнойКомиссии_квалификации,1,00000100000000000000001000000011000000000001
8280,фонеизвестныхдостопримечательностей_Разудалова,3,0001000000001000000000000000000000110000000001
8281,обвинительнымзаключением_Улице,3,000000000000100000000001100001
8282,необходимоиметьПаспорт_Результатом,1,0000000001000010000001100000000001
8283,ДвеМарки_снайперов,2,001000011000000001
8284,РакетныхВойскАртиллерии_дивизии,2,0000000100001000000000110000001
8285,ТерриторииЗападного_торжественный,2,000000000100000000110000000000001
8286,средиСотрудников_7529,1,000010000000000110001
8287,почтыроссииКоторые_две,1,0000100000100000011001
8288,идетоставлятьТелефон_филиалы,1,0001000000001000000110000001
8289,андрейпонорец_5,3,000001000000111
8290,БЭЛШ_существования,0,000110000000000001
8291,ИндийскогоУченияИндра_красноярском,2,0000000001000001000011000000000001
8292,обстоятельствПроизошедшего_Время,1,00000000000010000000000001100001
8293,МинобороныСухопутныевойска_подручных,2,000000000100000000000000011000000001
